City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,buta,2.7858,24.73,297.5,86,96,0.5,CD,1655102413
340,halifax,44.6453,-63.5724,290.09,86,96,1.54,CA,1655102416
341,kudahuvadhoo,2.6708,72.8944,301.71,69,88,2.74,MV,1655102417
342,asyut,27.181,31.1837,304.27,33,0,4.75,EG,1655102419
343,provideniya,64.3833,-173.3,278.85,67,100,1.55,RU,1655102420
344,north bend,43.4065,-124.2243,284.3,100,100,2.38,US,1655102421
345,mandalgovi,45.7625,106.2708,297.03,20,12,6.38,MN,1655102422
346,tornio,65.8481,24.1466,288.16,78,31,2.81,FI,1655102423
347,sayat,38.7839,63.8803,306.08,13,0,1.05,TM,1655102425
348,plouzane,48.3833,-4.6167,287.18,85,0,3.6,FR,1655102426
349,elliot lake,46.3834,-82.6331,280.67,91,12,1.79,CA,1655102427
350,mahebourg,-20.4081,57.7,297.31,73,75,8.75,MU,1655102429
351,newport,51.5877,-2.9984,287.66,77,48,2.37,GB,1655102430
352,hanyang,32.1371,105.5126,300.72,56,99,3.77,CN,1655102431
353,havre-saint-pierre,50.2334,-63.5986,282.15,93,0,1.54,CA,1655102432
354,kualakapuas,-3.0091,114.3876,301.75,78,99,0.43,ID,1655102435
355,northam,51.0333,-4.2167,286.85,85,13,4.09,GB,1655102436
356,odweyne,9.4092,45.064,300.74,47,69,9.76,SO,1655102437
357,porto novo,6.4965,2.6036,298.05,84,100,1.71,BJ,1655102438
358,palmas,-10.2128,-48.3603,295.08,88,20,2.06,BR,1655102439
359,lakheri,25.6667,76.1667,311.95,28,100,3.93,IN,1655102441
360,ledyard,41.4398,-72.0142,292.31,84,100,2.57,US,1655102222
361,williston,48.147,-103.618,291.5,73,100,0.89,US,1655102322
362,kysyl-syr,63.8986,122.7617,284.11,90,100,3.65,RU,1655102445
363,bad windsheim,49.5,10.4167,292.33,63,75,4.12,DE,1655102447
364,dingle,10.9995,122.6711,304.61,62,91,2.88,PH,1655102448
